BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT TO NOW,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
1,2,13,1,0, -  , -  ,9,2,R4,2657500
1,2,13,1,0, -  , -  ,97,2,R4,2965000
1,2,13,1,0, -  , -  ,97,2,R4,2395000
1,2,13,1,0, -  , -  ,97,2,R4,1440000
1,2,13,1,0, -  , -  ,97,2,R4,1222000
1,2,13,1,0, -  , -  ,97,2,R4,1180000
1,2,13,1,0, -  , -  ,30,2,R4,775595
1,2,13,1,0, -  , -  ,30,2,R4,730000
1,2,13,1,0, -  , -  ,30,2,R4,805000
1,2,13,1,0, -  , -  ,86,2,R4,3375000
1,2,13,1,0, -  , -  ,86,2,R4,4250000
1,2,13,1,0, -  , -  ,33,2,R4,999000
1,2,13,1,0, -  , -  ,117,2,R4,10
1,2,13,1,0, -  , -  ,117,2,R4,925000
1,2,13,1,0, -  , -  , -  ,2,R4,975000
1,2,13,1,0, -  , -  , -  ,2,R4,1995000
1,2,13,1,0, -  , -  , -  ,2,R4,1495000
1,2,13,1,0, -  , -  , -  ,2,R4,1425000
1,2,13,1,0, -  , -  , -  ,2,R4,1750000
1,2,13,1,0, -  , -  , -  ,2,R4,2350000
1,2,13,1,0, -  , -  , -  ,2,R4,1950000
1,2,13,1,0, -  , -  , -  ,2,R4,2575000
1,2,13,1,0, -  , -  ,97,2,R4,2250000
1,2,13,1,0, -  , -  ,97,2,R4,3175000
1,2,13,1,0, -  , -  ,57,2,R4,2125000
1,2,13,1,0, -  , -  ,57,2,R4,2000000
1,2,13,1,0, -  , -  ,57,2,R4,2600000
1,2,13,1,0, -  , -  ,57,2,R4,2955000
1,2,13,1,0, -  , -  ,67,2,R4,882000
1,2,13,1,0, -  , -  ,67,2,R4,968000
1,2,13,1,0, -  , -  ,67,2,R4,1025000
1,2,13,1,0, -  , -  ,67,2,R4,1145000
1,2,13,1,0, -  , -  ,67,2,R4,675000
1,2,13,1,0, -  , -  ,34,2,R4,1410000
1,2,13,1,0, -  , -  ,34,2,R4,1440000
1,2,13,1,0, -  , -  , -  ,2,R4,1820000
1,2,13,1,0, -  , -  ,69,2,R4,388037
1,2,13,1,0, -  , -  ,69,2,R4,525000
1,2,13,1,0, -  , -  ,92,2,R4,820000
1,2,13,1,0, -  , -  ,8,2,R4,1751390
1,2,13,1,0, -  , -  ,28,2,R4,1750000
1,2,13,1,0, -  , -  ,28,2,R4,977500
1,2,13,1,0, -  , -  ,28,2,R4,1300000
1,2,13,1,0, -  , -  ,28,2,R4,1325000
1,2,13,1,0, -  , -  , -  ,2,R4,1900000
1,2,13,1,0, -  , -  , -  ,2,R4,1
1,2,13,1,0, -  , -  , -  ,2,R4,5250000
1,2,13,1,0, -  , -  ,88,2,R4,16900000
1,2,13,1,0, -  , -  ,88,2,R4,14750000
1,2,13,1,0, -  , -  ,88,2,R4,10000000
1,2,13,1,0, -  , -  ,88,2,R4,17500000
1,2,13,1,0, -  , -  ,78,2,R4,900000
1,2,13,1,0, -  , -  ,78,2,R4,935000
1,2,13,1,0, -  , -  ,78,2,R4,975000
1,2,13,1,0, -  , -  , -  ,2,R4,250000
1,2,13,1,0, -  , -  , -  ,2,R4,3025000
1,2,13,1,0, -  , -  , -  ,2,R4,3200000
1,2,13,1,0, -  , -  , -  ,2,R4,3500000
1,2,13,1,0, -  , -  , -  ,2,R4,2700000
1,2,13,1,0, -  , -  , -  ,2,R4,3350000
1,2,13,1,0, -  , -  , -  ,2,R4,4450000
1,2,13,1,0, -  , -  ,13,2,R4,2050000
1,2,13,1,0, -  , -  , -  ,2,R4,1750000
1,2,13,1,0, -  , -  , -  ,2,R4,3060000
1,2,13,1,0, -  , -  , -  ,2,R4,2788000
1,2,13,1,0, -  , -  , -  ,2,R4,1500000
1,2,13,1,0, -  , -  , -  ,2,R4,1500000
1,2,13,1,0, -  , -  , -  ,2,R4,2600000
1,2,13,1,0, -  , -  , -  ,2,R4,2275000
1,2,13,1,0, -  , -  , -  ,2,R4,2600000
1,2,13,1,0, -  , -  , -  ,2,R4,1750000
1,2,13,1,0, -  , -  , -  ,2,R4,3100000
1,2,13,1,0, -  , -  , -  ,2,R4,5500000
1,2,13,1,0, -  , -  , -  ,2,R4,5300000
1,2,13,1,0, -  , -  , -  ,2,R4,4550000
1,2,13,1,0, -  , -  ,3,2,R4,3050000
1,2,13,1,0, -  , -  ,3,2,R4,2562500
1,2,13,1,0, -  , -  ,3,2,R4,1600000
1,2,13,1,0, -  , -  ,118,2,R4,2700000
1,2,13,1,0, -  , -  ,118,2,R4,2945000
1,2,13,1,0, -  , -  ,110,2,R4,1700000
1,2,13,1,0, -  , -  , -  ,2,R4,2550000
1,2,13,1,0, -  , -  , -  ,2,R4,3050000
1,2,13,1,0, -  , -  , -  ,2,R4,3828219
1,2,13,1,0, -  , -  ,11,2,R4,3400000
1,2,13,1,0, -  , -  ,11,2,R4,2270000
1,2,13,1,0, -  , -  ,9,2,R4,990000
1,2,13,1,0, -  , -  ,12,2,R4,1725000
1,2,13,1,0, -  , -  ,12,2,R4,2085000
1,2,13,1,0, -  , -  ,12,2,R4,2000000
1,2,13,1,0, -  , -  ,12,2,R4,2825000
1,2,13,1,0, -  , -  ,11,2,R4,2163100
1,2,13,1,0, -  , -  ,11,2,R4,1470000
1,2,13,1,0, -  , -  ,11,2,R4,2050000
1,2,13,0,0, -  , -  , -  ,2,R4,5193075
1,2,13,0,0, -  , -  , -  ,2,R4,2189238
1,2,13,0,0, -  , -  , -  ,2,R4,5500000
1,2,13,0,0, -  , -  , -  ,2,R4,3864259
1,2,13,0,0, -  , -  , -  ,2,R4,1600000
1,2,13,0,0, -  , -  , -  ,2,R4,1374638
1,2,13,0,0, -  , -  , -  ,2,R4,4327562
1,2,13,0,0, -  , -  , -  ,2,R4,3971175
1,2,13,0,0, -  , -  , -  ,2,R4,2507441
1,2,13,0,0, -  , -  , -  ,2,R4,1476462
1,2,13,0,0, -  , -  , -  ,2,R4,4276650
1,2,13,0,0, -  , -  , -  ,2,R4,4174825
1,2,13,0,0, -  , -  , -  ,2,R4,2485000
1,2,13,0,0, -  , -  , -  ,2,R4,1636836
1,2,13,0,0, -  , -  , -  ,2,R4,4480300
1,2,13,0,0, -  , -  , -  ,2,R4,4174825
1,2,13,0,0, -  , -  , -  ,2,R4,2500000
1,2,13,0,0, -  , -  , -  ,2,R4,1629200
1,2,13,0,0, -  , -  , -  ,2,R4,4633038
1,2,13,0,0, -  , -  , -  ,2,R4,4429387
1,2,13,0,0, -  , -  , -  ,2,R4,2600000
1,2,13,0,0, -  , -  , -  ,2,R4,1807393
1,2,13,0,0, -  , -  , -  ,2,R4,5103978
1,2,13,0,0, -  , -  , -  ,2,R4,4531212
1,2,13,0,0, -  , -  , -  ,2,R4,2749275
1,2,13,0,0, -  , -  , -  ,2,R4,3500000
1,2,13,0,0, -  , -  , -  ,2,R4,11670000
1,2,13,0,0, -  , -  , -  ,2,R4,7835000
1,2,13,0,0, -  , -  , -  ,2,R4,7987500
1,2,13,0,0, -  , -  , -  ,2,R4,8335000
1,2,13,1,0, -  , -  , -  ,2,R4,2250000
1,2,13,1,0, -  , -  ,9,2,R4,205000
1,2,13,1,0, -  , -  ,9,2,R4,950000
1,2,13,1,0, -  , -  ,9,2,R4,1090000
1,2,13,1,0, -  , -  ,9,2,R4,1318000
1,2,13,1,0, -  , -  ,9,2,R4,1010000
1,2,13,1,0, -  , -  ,9,2,R4,2750000
1,2,13,1,0, -  , -  ,30,2,R4,680000
1,2,13,1,0, -  , -  ,142,2,R4,2250000
1,2,13,1,0, -  , -  ,142,2,R4,2750000
1,2,13,1,0, -  , -  , -  ,2,R4,1725000
1,2,13,1,0, -  , -  , -  ,2,R4,4000000
1,2,13,1,0, -  , -  , -  ,2,R4,3225000
1,2,13,1,0, -  , -  , -  ,2,R4,4000000
1,2,13,1,0, -  , -  ,11,2,R4,1015000
1,2,13,1,0, -  , -  ,11,2,R4,1682500
1,2,13,1,0, -  , -  ,11,2,R4,939000
1,2,13,1,0, -  , -  ,106,2,R4,1475000
1,2,13,1,0, -  , -  ,106,2,R4,855000
1,2,13,1,0, -  , -  ,106,2,R4,1915000
1,2,13,1,0, -  , -  ,106,2,R4,1760000
1,2,13,1,0, -  , -  ,106,2,R4,2835000
1,2,13,1,0, -  , -  ,5,2,R4,2000000
1,2,13,1,0, -  , -  ,5,2,R4,1215000
1,2,13,1,0, -  , -  ,5,2,R4,1340000
1,2,13,1,0, -  , -  ,5,2,R4,2318000
1,2,13,1,0, -  , -  ,5,2,R4,1310000
1,2,13,1,0, -  , -  ,5,2,R4,1515000
1,2,13,1,0, -  , -  ,44,2,R4,875000
1,2,13,1,0, -  , -  ,44,2,R4,900000
1,2,13,1,0, -  , -  ,44,2,R4,750000
1,2,13,1,0, -  , -  ,44,2,R4,495000
1,2,13,1,0, -  , -  ,44,2,R4,625000
1,2,13,1,0, -  , -  ,44,2,R4,855000
1,2,13,1,0, -  , -  ,67,2,R4,1974000
1,2,13,1,0, -  , -  ,11,2,R4,1519999
1,2,13,1,0, -  , -  ,9,2,R4,2550000
1,2,13,1,0, -  , -  ,9,2,R4,2625000
1,2,13,1,0, -  , -  ,9,2,R4,4900000
1,2,13,1,0, -  , -  ,9,2,R4,3850000
1,2,13,1,0, -  , -  ,9,2,R4,1830000
1,2,13,1,0, -  , -  ,9,2,R4,3540000
1,2,13,1,0, -  , -  ,9,2,R4,3450000
1,2,13,1,0, -  , -  ,9,2,R4,2015000
1,2,13,1,0, -  , -  ,9,2,R4,2010000
1,2,13,1,0, -  , -  ,9,2,R4,1570000
1,2,13,1,0, -  , -  ,6,2,R4,1015000
1,2,13,1,0, -  , -  ,97,2,R4,2250000
1,2,13,1,0, -  , -  , -  ,2,R4,1497500
1,2,13,1,0, -  , -  ,11,2,R4,2225000
1,2,13,1,0, -  , -  ,11,2,R4,2235000
1,2,13,1,0, -  , -  ,11,2,R4,2395000
1,2,13,1,0, -  , -  ,11,2,R4,1615000
1,2,13,1,0, -  , -  ,11,2,R4,1775000
1,2,13,1,0, -  , -  ,11,2,R4,2750000
1,2,13,1,0, -  , -  ,11,2,R4,2375000
1,2,13,1,0, -  , -  ,11,2,R4,2615000
1,2,13,1,0, -  , -  ,11,2,R4,1675000
1,2,13,1,0, -  , -  ,11,2,R4,1680000
1,2,13,1,0, -  , -  ,11,2,R4,1730000
1,2,13,1,0, -  , -  ,95,2,R4,1900000
1,2,13,1,0, -  , -  ,95,2,R4,2650000
1,2,13,1,0, -  , -  , -  ,2,R4,1155000
1,2,13,1,0, -  , -  , -  ,2,R4,765000
1,2,13,1,0, -  , -  , -  ,2,R4,640000
1,2,13,1,0, -  , -  , -  ,2,R4,2999000
1,2,13,1,0, -  , -  , -  ,2,R4,1508000
1,2,14,4,1,1875,5225,107,2,S4,10581818
1,2,14,3,1,1146,3339,107,2,S3,10
1,2,14,4,2,2500,4447,107,2,S9,8250000
1,2,15,1,0, -  , -  , -  ,2,R1,4000000
1,2,15,1,0, -  , -  , -  ,2,R1,2000000
1,2,15,1,0, -  , -  ,4,2,R1,13250000
1,2,15,1,0, -  , -  ,4,2,R1,8000000
1,2,15,0,0, -  , -  , -  ,2,R1,4582125
1,2,15,0,0, -  , -  , -  ,2,R1,4450000
1,2,15,0,0, -  , -  , -  ,2,R1,4918147
1,2,15,1,0, -  , -  ,16,2,R1,2450000
1,2,15,1,0, -  , -  ,97,2,R1,2443800
1,2,15,1,0, -  , -  ,117,2,R1,2320000
1,2,15,1,0, -  , -  , -  ,2,R1,3680000
1,2,16,0,0, -  , -  , -  ,2,R8,2060500
1,2,17,0,0, -  , -  ,9,2,R9,4100000
1,2,17,0,0, -  , -  ,9,2,R9,3625000
1,2,17,0,0, -  , -  ,9,2,R9,3900000
1,2,17,0,0, -  , -  ,9,2,R9,9939120
1,2,17,0,0, -  , -  ,9,2,R9,1725000
1,2,17,0,0, -  , -  ,85,2,R9,1275000
1,2,17,0,0, -  , -  ,85,2,R9,1037462
1,2,17,0,0, -  , -  ,85,2,R9,575000
1,2,17,0,0, -  , -  ,85,2,R9,590000
1,2,17,0,0, -  , -  ,85,2,R9,585000
1,2,17,0,0, -  , -  ,85,2,R9,712500
1,2,17,0,0, -  , -  ,85,2,R9,3200000
1,2,17,0,0, -  , -  ,85,2,R9,590000
1,2,17,0,0, -  , -  ,85,2,R9,3525000
1,2,17,0,0, -  , -  ,85,2,R9,1205000
1,2,17,0,0, -  , -  ,85,2,R9,980000
1,2,17,0,0, -  , -  ,85,2,R9,615000
1,2,17,0,0, -  , -  , -  ,2,R9,1300000
1,2,17,0,0, -  , -  , -  ,2,R9,595000
1,2,17,0,0, -  , -  , -  ,2,R9,638000
1,2,17,0,0, -  , -  , -  ,2,R9,550000
1,2,17,0,0, -  , -  , -  ,2,R9,1200000
1,2,17,0,0, -  , -  , -  ,2,R9,620000
1,2,17,0,0, -  , -  , -  ,2,R9,1325000
1,2,17,0,0, -  , -  , -  ,2,R9,5199934
1,2,17,0,0, -  , -  , -  ,2,R9,2750000
1,2,17,0,0, -  , -  , -  ,2,R9,643000
1,2,17,0,0, -  , -  , -  ,2,R9,1100000
1,2,17,0,0, -  , -  , -  ,2,R9,620000
1,2,17,0,0, -  , -  ,44,2,R9,545000
1,2,17,0,0, -  , -  ,44,2,R9,600000
1,2,17,0,0, -  , -  ,44,2,R9,580000
1,2,17,0,0, -  , -  ,44,2,R9,565000
1,2,17,0,0, -  , -  ,44,2,R9,525000
1,2,17,0,0, -  , -  ,44,2,R9,782071
1,2,17,0,0, -  , -  ,44,2,R9,599000
1,2,17,0,0, -  , -  ,9,2,R9,2100000
1,2,17,0,0, -  , -  , -  ,2,R9,1915000
1,2,17,0,0, -  , -  , -  ,2,R9,465000
1,2,17,0,0, -  , -  , -  ,2,R9,900000
1,2,17,0,0, -  , -  , -  ,2,R9,695000
1,2,17,0,0, -  , -  , -  ,2,R9,967500
1,2,17,0,0, -  , -  , -  ,2,R9,605000
1,2,17,0,0, -  , -  , -  ,2,R9,775000
1,2,17,0,0, -  , -  , -  ,2,R9,580000
1,2,17,0,0, -  , -  ,86,2,R9,900000
1,2,17,0,0, -  , -  ,86,2,R9,470000
1,2,17,0,0, -  , -  ,86,2,R9,500000
1,2,17,0,0, -  , -  ,86,2,R9,895000
1,2,17,0,0, -  , -  ,86,2,R9,460000
1,2,17,0,0, -  , -  ,86,2,R9,925000
1,2,17,0,0, -  , -  ,86,2,R9,1675000
1,2,17,0,0, -  , -  ,86,2,R9,400000
1,2,17,0,0, -  , -  ,86,2,R9,1945000
1,2,17,0,0, -  , -  ,86,2,R9,515000
1,2,17,0,0, -  , -  ,37,2,R9,576500
1,2,17,0,0, -  , -  ,37,2,R9,618000
1,2,17,0,0, -  , -  ,37,2,R9,595000
1,2,17,0,0, -  , -  ,37,2,R9,490000
1,2,17,0,0, -  , -  ,37,2,R9,575000
1,2,17,0,0, -  , -  ,37,2,R9,563250
1,2,17,0,0, -  , -  ,37,2,R9,483000
1,2,17,0,0, -  , -  ,37,2,R9,982500
1,2,17,0,0, -  , -  ,37,2,R9,1300000
1,2,17,0,0, -  , -  ,109,2,R9,735000
1,2,17,0,0, -  , -  ,109,2,R9,698000
1,2,17,0,0, -  , -  ,109,2,R9,700000
1,2,17,0,0, -  , -  ,109,2,R9,3700000
1,2,17,0,0, -  , -  ,109,2,R9,685000
1,2,17,0,0, -  , -  ,109,2,R9,699000
1,2,17,0,0, -  , -  ,109,2,R9,1220000
1,2,17,0,0, -  , -  ,109,2,R9,1160000
1,2,17,0,0, -  , -  ,109,2,R9,725000
1,2,17,0,0, -  , -  ,87,2,R9,620000
1,2,17,0,0, -  , -  ,87,2,R9,1200000
1,2,17,0,0, -  , -  ,87,2,R9,3755000
1,2,21,0,3,1360,4080,117,4,O2,17300000
1,2,21,1,1,6468,14056,64,4,O1,42400000
1,2,21,0,13,9875,113062,111,4,O3,150000000
1,2,21,0,5,2469,10250,87,4,O5,10150000
1,2,22,0,1,3950,7900,4,4,K1,10750000
1,2,22,0,1,1675,3909,107,4,K4,8818181
1,2,22,0,1,3800,3800,107,4,K1,20000000
1,2,22,0,4,19750,39500,85,4,K2,107250000
1,2,22,2,2,1586,4271,97,4,K4,10600000
1,2,23,1,5,1878,11250,107,4,L8,10500000
1,2,23,0,3,1852,3980,97,4,L8,9174156
1,2,23,0,19,4937,45449,96,4,L1,33000000
1,2,25,0,1,9826,122236,7,4,H1,139725000
1,2,26,0,1,2271,5260,117,4,H8,4300000
1,2,26,0,10,17281,170750,117,4,H3,92007576
1,2,29,0,0,2125, -  ,906,4,G6,8208750
1,2,29,0,0,7571, -  , -  ,4,G6,60000000
1,2,37,0,1,12343,21183,97,4,M1,50350000
1,2,38,35,0,2496,5802,97,4,N2,7995000
1,2,43,0,0, -  , -  , -  ,4,RB,7610000
1,2,43,0,0, -  , -  , -  ,4,RB,7100000
1,2,43,0,0, -  , -  , -  ,4,RB,7214400
1,2,44,0,0, -  , -  ,4,4,RG,500000
1,2,44,0,0, -  , -  , -  ,4,RG,137500
1,2,46,0,0, -  , -  , -  ,4,RK,5100000
1,2,46,0,0, -  , -  , -  ,4,RK,1750000
1,2,46,0,0, -  , -  ,11,4,RK,12250000
1,3,07,11,3,2380,7946,102,2,C7,8275000
1,3,07,28,2,5029,21274,99,2,C7,4250000
1,3,13,1,0, -  , -  , -  ,2,R4,1800000
1,3,13,1,0, -  , -  , -  ,2,R4,1547500
1,3,13,1,0, -  , -  , -  ,2,R4,999000
1,3,13,1,0, -  , -  , -  ,2,R4,2400000
1,3,13,1,0, -  , -  ,97,2,R4,1440000
1,3,13,1,0, -  , -  ,97,2,R4,2800000
1,3,13,1,0, -  , -  ,97,2,R4,3266000
1,3,13,1,0, -  , -  ,97,2,R4,2600000
1,3,13,1,0, -  , -  ,27,2,R4,715000
1,3,13,1,0, -  , -  ,27,2,R4,830000
1,3,13,1,0, -  , -  ,10,2,R4,800000
1,3,13,1,0, -  , -  ,10,2,R4,1270000
1,3,13,1,0, -  , -  ,10,2,R4,1224000
1,3,13,1,0, -  , -  ,10,2,R4,1695000
1,3,13,1,0, -  , -  , -  ,2,R4,735000
1,3,13,1,0, -  , -  , -  ,2,R4,522500
1,3,13,1,0, -  , -  , -  ,2,R4,925000
1,3,13,1,0, -  , -  , -  ,2,R4,1330000
1,3,13,1,0, -  , -  ,13,2,R4,207870
1,3,13,1,0, -  , -  ,14,2,R4,2050000
1,3,13,1,0, -  , -  ,117,2,R4,4100000
1,3,13,1,0, -  , -  ,102,2,R4,2570000
1,3,13,1,0, -  , -  ,102,2,R4,3400000
1,3,13,1,0, -  , -  ,97,2,R4,3510000
1,3,13,1,0, -  , -  ,97,2,R4,2100000
1,3,13,1,0, -  , -  ,97,2,R4,2291062
1,3,13,1,0, -  , -  ,97,2,R4,2275000
1,3,13,1,0, -  , -  ,97,2,R4,2450000
1,3,13,1,0, -  , -  ,97,2,R4,1250000
1,3,13,1,0, -  , -  ,28,2,R4,150000
1,3,13,1,0, -  , -  ,28,2,R4,580000
1,3,13,1,0, -  , -  ,28,2,R4,450000
1,3,13,1,0, -  , -  ,10,2,R4,600000
1,3,13,1,0, -  , -  ,10,2,R4,10
1,3,14,6,1,2500,9835,127,2,S5,10
1,3,21,0,2,3597,21582,97,4,O2,19000000
1,3,21,0,14,2830,14250,102,4,O5,9375000
1,3,22,1,3,892,1784,97,4,K4,3000000
1,3,22,2,2,1360,3274,97,4,K4,4350000
1,3,22,0,2,1098,2712,102,4,K4,2700000
1,3,22,0,1,2450,8550,107,4,K4,6780000
1,3,23,0,8,3465,20968,117,4,L8,15500000
1,3,28,0,0, -  , -  ,102,4,R5,1581433
1,3,28,0,0, -  , -  ,102,4,R5,1918188
1,3,28,0,0, -  , -  ,102,4,R5,1739200
1,3,29,0,0,5017, -  , -  ,4,G6,93000
1,3,43,0,0, -  , -  ,97,4,RB,1130000
1,3,43,0,0, -  , -  , -  ,4,RB,960000
1,3,43,0,0, -  , -  ,26,4,RB,960000
1,3,43,0,0, -  , -  , -  ,4,RB,280000
1,3,43,0,0, -  , -  ,8,4,RB,1305682
1,3,43,0,0, -  , -  ,8,4,RB,1591427
1,3,43,0,0, -  , -  ,8,4,RB,1751425
1,3,43,0,0, -  , -  ,8,4,RB,1493862
1,3,43,0,0, -  , -  ,77,4,RB,3403575
1,3,43,0,0, -  , -  ,77,4,RB,4100000
1,3,43,0,0, -  , -  ,77,4,RB,4306445
1,3,43,0,0, -  , -  ,77,4,RB,2043645
1,3,43,0,0, -  , -  ,77,4,RB,3500000
1,3,46,0,0, -  , -  , -  ,4,RK,23550000
1,4,07,7,1,2633,12000,102,2,C7,141500000
1,4,08,6,1,4400,21840,102,2,D7,15000000
1,4,08,18,1,3828,24423,97,2,D7,21250000
1,4,10,0,0, -  , -  ,57,2,D4,691400
1,4,10,0,0, -  , -  ,57,2,D4,845000
1,4,10,0,0, -  , -  ,57,2,D4,600000
1,4,10,0,0, -  , -  ,57,2,D4,389000
1,4,10,0,0, -  , -  ,57,2,D4,870000
1,4,10,0,0, -  , -  ,57,2,D4,650000
1,4,10,0,0, -  , -  ,57,2,D4,860000
1,4,10,0,0, -  , -  ,57,2,D4,480000
1,4,10,0,0, -  , -  ,57,2,D4,850000
1,4,10,0,0, -  , -  ,57,2,D4,850000
1,4,10,0,0, -  , -  ,57,2,D4,1350000
1,4,10,0,0, -  , -  ,57,2,D4,879000
1,4,10,0,0, -  , -  ,102,2,D4,2325000
1,4,10,0,0, -  , -  ,97,2,D0,1750000
1,4,10,0,0, -  , -  ,52,2,D4,1599000
1,4,10,0,0, -  , -  ,52,2,D4,900000
1,4,10,0,0, -  , -  ,102,2,D0,3500000
1,4,10,0,0, -  , -  ,127,2,D4,1800000
1,4,13,1,0, -  , -  ,9,2,R4,1781937
1,4,13,1,0, -  , -  ,9,2,R4,988250
1,4,13,1,0, -  , -  ,9,2,R4,1043706
1,4,13,1,0, -  , -  ,9,2,R4,1250000
1,4,13,1,0, -  , -  ,9,2,R4,4531212
1,4,13,1,0, -  , -  ,9,2,R4,2978381
1,4,13,1,0, -  , -  ,9,2,R4,5091250
1,4,13,1,0, -  , -  ,9,2,R4,4571942
1,4,13,1,0, -  , -  ,9,2,R4,2871465
1,4,13,1,0, -  , -  ,9,2,R4,4816322
1,4,13,1,0, -  , -  ,9,2,R4,2891830
1,4,13,1,0, -  , -  ,9,2,R4,5193075
1,4,13,1,0, -  , -  ,9,2,R4,4398840
1,4,13,1,0, -  , -  ,9,2,R4,3141301
1,4,13,1,0, -  , -  ,9,2,R4,5585101
1,4,13,1,0, -  , -  ,9,2,R4,3161666
1,4,13,1,0, -  , -  ,9,2,R4,6567712
1,4,13,1,0, -  , -  ,9,2,R4,5404385
1,4,13,1,0, -  , -  ,9,2,R4,3532727
1,4,13,1,0, -  , -  ,9,2,R4,5361086
1,4,13,1,0, -  , -  ,9,2,R4,5753112
1,4,13,1,0, -  , -  ,9,2,R4,5142162
1,4,13,1,0, -  , -  ,9,2,R4,5019972
1,4,13,1,0, -  , -  ,9,2,R4,3222761
1,4,13,1,0, -  , -  ,9,2,R4,5600375
1,4,13,1,0, -  , -  ,9,2,R4,3243126
1,4,13,1,0, -  , -  ,9,2,R4,5854937
1,4,13,1,0, -  , -  ,9,2,R4,5641287
1,4,13,1,0, -  , -  ,9,2,R4,3718172
1,4,13,1,0, -  , -  ,9,2,R4,7484137
1,4,13,1,0, -  , -  ,9,2,R4,4683950
1,4,13,1,0, -  , -  ,9,2,R4,3283856
1,4,13,1,0, -  , -  ,9,2,R4,6262237
1,4,13,1,0, -  , -  ,9,2,R4,5345812
1,4,13,1,0, -  , -  ,9,2,R4,4724680
1,4,13,1,0, -  , -  ,9,2,R4,3304221
1,4,13,1,0, -  , -  ,9,2,R4,8858775
1,4,13,1,0, -  , -  ,9,2,R4,6450000
1,4,13,1,0, -  , -  ,9,2,R4,3767525
1,4,13,1,0, -  , -  ,9,2,R4,4459935
1,4,13,1,0, -  , -  ,9,2,R4,8655125
1,4,13,1,0, -  , -  ,9,2,R4,6250000
1,4,13,1,0, -  , -  ,9,2,R4,3808255
1,4,13,1,0, -  , -  ,9,2,R4,4317380
1,4,13,1,0, -  , -  ,9,2,R4,8425000
1,4,13,1,0, -  , -  ,9,2,R4,6567712
1,4,13,1,0, -  , -  ,9,2,R4,3848985
1,4,13,1,0, -  , -  ,9,2,R4,4358110
1,4,13,1,0, -  , -  ,9,2,R4,8858775
1,4,13,1,0, -  , -  ,9,2,R4,6418625
1,4,13,1,0, -  , -  ,9,2,R4,4169733
1,4,13,1,0, -  , -  ,9,2,R4,4449752
1,4,13,1,0, -  , -  ,9,2,R4,4210463
1,4,13,1,0, -  , -  ,9,2,R4,4490482
1,4,13,1,0, -  , -  ,9,2,R4,5065793
1,4,13,1,0, -  , -  ,9,2,R4,3716612
1,4,13,1,0, -  , -  ,9,2,R4,4607581
1,4,13,1,0, -  , -  ,9,2,R4,9673375
1,4,13,1,0, -  , -  ,9,2,R4,6771362
1,4,13,1,0, -  , -  ,9,2,R4,4444661
1,4,13,1,0, -  , -  ,9,2,R4,4648311
1,4,13,1,0, -  , -  ,9,2,R4,8900000
1,4,13,1,0, -  , -  ,9,2,R4,6975012
1,4,13,1,0, -  , -  ,9,2,R4,4638128
1,4,13,1,0, -  , -  ,9,2,R4,4689041
1,4,13,1,0, -  , -  ,9,2,R4,9877025
1,4,13,1,0, -  , -  ,9,2,R4,7178662
1,4,13,1,0, -  , -  ,9,2,R4,5391633
1,4,13,1,0, -  , -  ,9,2,R4,4831596
1,4,13,1,0, -  , -  ,9,2,R4,9745200
1,4,13,1,0, -  , -  ,9,2,R4,7129575
1,4,13,1,0, -  , -  ,9,2,R4,4566851
1,4,13,1,0, -  , -  ,9,2,R4,5075976
1,4,13,1,0, -  , -  ,9,2,R4,7150000
1,4,13,1,0, -  , -  ,9,2,R4,4760318
1,4,13,1,0, -  , -  ,9,2,R4,5116706
1,4,13,1,0, -  , -  ,9,2,R4,6022948
1,4,13,1,0, -  , -  ,9,2,R4,5462911
1,4,13,1,0, -  , -  ,9,2,R4,12982687
1,4,13,1,0, -  , -  ,9,2,R4,8146000
1,4,13,1,0, -  , -  ,9,2,R4,5294900
1,4,13,1,0, -  , -  ,9,2,R4,13084512
1,4,13,1,0, -  , -  ,9,2,R4,5345812
1,4,13,1,0, -  , -  ,9,2,R4,13186337
1,4,13,1,0, -  , -  ,9,2,R4,8527106
1,4,13,1,0, -  , -  ,9,2,R4,5193075
1,4,13,1,0, -  , -  ,9,2,R4,8400000
1,4,13,1,0, -  , -  ,9,2,R4,5600375
1,4,13,1,0, -  , -  ,9,2,R4,8349650
1,4,13,1,0, -  , -  ,9,2,R4,5854937
1,4,13,1,0, -  , -  ,9,2,R4,6118000
1,4,13,1,0, -  , -  ,9,2,R4,8563500
1,4,13,1,0, -  , -  ,9,2,R4,5600375
1,4,13,1,0, -  , -  ,9,2,R4,8604212
1,4,13,1,0, -  , -  ,9,2,R4,6567712
1,4,13,1,0, -  , -  ,9,2,R4,13500000
1,4,13,1,0, -  , -  ,9,2,R4,8400125
1,4,13,1,0, -  , -  ,9,2,R4,6313150
1,4,13,1,0, -  , -  ,9,2,R4,13600000
1,4,13,1,0, -  , -  ,9,2,R4,6670000
1,4,13,1,0, -  , -  ,9,2,R4,19975437
1,4,13,1,0, -  , -  ,9,2,R4,15843262
1,4,13,1,0, -  , -  ,9,2,R4,17210250
