Rooms,2ype,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
6,1,1,5.9,3032,6,3,2,1014,Moonee Valley,-37.7721,144.9184,7,6567,2425000
2,1,4,5.9,3032,2,1,1,226,Moonee Valley,-37.7745,144.9093,7,6567,750000
2,1,2,5.9,3032,2,1,1,269,Moonee Valley,-37.7748,144.929,7,6567,1053000
3,1,2,5.9,3032,3,1,1,417,Moonee Valley,-37.7756,144.9208,7,6567,1377000
3,1,2,5.9,3032,3,1,2,350,Moonee Valley,-37.7759,144.91,7,6567,970000
2,1,2,5.9,3032,2,1,1,330,Moonee Valley,-37.773,144.9049,7,6567,940000
2,1,1,5.9,3032,2,1,1,118,Moonee Valley,-37.7807,144.9288,7,6567,751000
2,1,4,5.9,3032,2,1,1,173,Moonee Valley,-37.7731,144.9206,7,6567,950000
2,3,2,5.9,3032,2,1,2,228,Moonee Valley,-37.7718,144.9066,7,6567,685000
3,1,2,5.9,3032,4,1,2,594,Moonee Valley,-37.7819,144.9064,7,6567,1230000
2,1,2,5.9,3032,2,1,1,0,Moonee Valley,-37.7738,144.9345,7,6567,636500
3,1,2,5.9,3032,3,1,0,317,Moonee Valley,-37.7746,144.9112,7,6567,910000
2,1,1,5.9,3032,2,1,1,226,Moonee Valley,-37.7774,144.9186,7,6567,770000
3,1,2,5.9,3032,3,2,2,229,Moonee Valley,-37.7778,144.9065,7,6567,960000
4,1,4,5.9,3032,4,1,1,300,Moonee Valley,-37.7766,144.9143,7,6567,890000
2,1,2,5.9,3032,2,1,1,170,Moonee Valley,-37.7732,144.9206,7,6567,965000
3,1,2,5.9,3032,3,1,1,487,Moonee Valley,-37.7725,144.9146,7,6567,1440000
2,1,2,5.9,3032,2,1,0,255,Moonee Valley,-37.7825,144.9208,7,6567,955000
2,3,5,5.9,3032,2,1,1,0,Moonee Valley,-37.7731,144.9074,7,6567,450000
3,1,2,5.9,3032,3,1,2,431,Moonee Valley,-37.781,144.9207,7,6567,801000
3,1,1,5.9,3032,3,2,2,440,Moonee Valley,-37.7746,144.9031,7,6567,1000000
3,1,2,5.9,3032,3,2,2,532,Moonee Valley,-37.7737,144.904,7,6567,1435000
1,3,2,5.9,3032,1,1,1,0,Moonee Valley,-37.7723,144.9094,7,6567,390000
3,1,1,5.9,3032,3,2,2,495,Moonee Valley,-37.7821,144.9055,7,6567,1425000
4,1,2,5.9,3032,3,2,2,683,Moonee Valley,-37.775,144.932,7,6567,1340000
3,1,2,5.9,3032,3,1,1,263,Moonee Valley,-37.7753,144.9116,7,6567,955000
4,1,5,5.9,3032,4,2,5,559,Moonee Valley,-37.7791,144.9136,7,6567,1100000
3,1,2,5.9,3032,3,2,2,308,Moonee Valley,-37.7759,144.9338,7,6567,1255000
2,3,2,5.9,3032,2,1,1,0,Moonee Valley,-37.773,144.9303,7,6567,432000
4,1,2,5.9,3032,4,3,2,562,Moonee Valley,-37.782,144.903,7,6567,1640000
6,1,2,5.9,3032,4,2,1,461,Moonee Valley,-37.78,144.9295,7,6567,1430000
2,3,4,5.9,3032,2,1,1,301,Moonee Valley,-37.7791,144.914,7,6567,610000
3,1,2,5.9,3032,3,3,1,491,Moonee Valley,-37.7727,144.9136,7,6567,940000
3,1,4,5.9,3032,3,1,1,242,Moonee Valley,-37.7765,144.9114,7,6567,890000
3,1,4,5.9,3032,3,2,2,617,Moonee Valley,-37.7742,144.906,7,6567,1180000
4,1,2,5.9,3032,4,2,2,597,Moonee Valley,-37.7757,144.9088,7,6567,1480000
2,1,2,5.9,3032,2,1,1,387,Moonee Valley,-37.7734,144.9191,7,6567,1150000
3,1,2,5.9,3032,3,1,3,575,Moonee Valley,-37.7828,144.9049,7,6567,1350000
5,1,2,5.9,3032,5,2,2,521,Moonee Valley,-37.7778,144.9261,7,6567,1905000
2,2,4,5.9,3032,2,2,1,146,Moonee Valley,-37.7713,144.9038,7,6567,865000
2,2,2,5.9,3032,2,2,1,113,Moonee Valley,-37.7712,144.9088,7,6567,705000
2,3,2,5.9,3032,2,1,1,0,Moonee Valley,-37.7733,144.9219,7,6567,442000
2,3,2,5.9,3032,2,2,1,0,Moonee Valley,-37.7786,144.9141,7,6567,540000
3,1,2,5.9,3032,3,1,2,506,Moonee Valley,-37.7779,144.9133,7,6567,1037500
3,2,2,5.9,3032,3,2,2,318,Moonee Valley,-37.7744,144.9035,7,6567,1050000
2,3,2,5.9,3032,2,1,1,0,Moonee Valley,-37.7749,144.9137,7,6567,440000
2,1,2,5.9,3032,2,1,1,325,Moonee Valley,-37.7722,144.9117,7,6567,1010000
4,1,2,5.9,3032,4,2,0,418,Moonee Valley,-37.7766,144.9187,7,6567,1430000
2,3,5,5.9,3032,2,1,1,0,Moonee Valley,-37.7779,144.9137,7,6567,570000
2,3,2,5.9,3032,2,1,1,0,Moonee Valley,-37.7728,144.9169,7,6567,690000
3,1,2,5.9,3032,3,1,2,414,Moonee Valley,-37.7766,144.9185,7,6567,1291000
3,1,2,5.9,3032,3,2,1,272,Moonee Valley,-37.7774,144.928,7,6567,1130000
3,1,2,5.9,3032,3,1,1,296,Moonee Valley,-37.777,144.9176,7,6567,1135000
4,1,1,5.9,3032,4,2,1,298,Moonee Valley,-37.7778,144.9131,7,6567,950000
3,3,1,5.9,3032,3,2,1,0,Moonee Valley,-37.7722,144.9163,7,6567,790000
2,3,1,5.9,3032,2,1,1,1957,Moonee Valley,-37.7731,144.9074,7,6567,390000
4,1,2,5.9,3032,4,1,1,552,Moonee Valley,-37.7769,144.9138,7,6567,1345000
3,1,2,5.9,3032,3,2,2,416,Moonee Valley,-37.7727,144.9055,7,6567,1381500
3,1,2,5.9,3032,3,2,2,285,Moonee Valley,-37.7778,144.9061,7,6567,940000
3,1,2,5.9,3032,3,2,1,314,Moonee Valley,-37.7778,144.9042,7,6567,995000
3,1,4,5.9,3032,3,1,3,536,Moonee Valley,-37.7728,144.9076,7,6567,1050000
3,1,2,5.9,3032,3,2,1,576,Moonee Valley,-37.7816,144.9217,7,6567,786000
2,1,1,5.9,3032,2,1,3,252,Moonee Valley,-37.7825,144.9206,7,6567,705000
2,1,1,5.9,3032,2,1,1,124,Moonee Valley,-37.7807,144.9285,7,6567,760000
3,3,2,5.9,3032,3,1,3,0,Moonee Valley,-37.7723,144.9094,7,6567,487500
3,2,2,5.9,3032,3,2,2,200,Moonee Valley,-37.7766,144.9277,7,6567,1000000
4,1,1,5.9,3032,4,2,1,349,Moonee Valley,-37.7775,144.913,7,6567,1110000
4,1,1,5.9,3032,4,1,4,664,Moonee Valley,-37.7765,144.9132,7,6567,1300000
3,1,1,5.9,3032,3,1,1,555,Moonee Valley,-37.7767,144.9125,7,6567,1060000
3,1,1,5.9,3032,3,2,2,459,Moonee Valley,-37.7767,144.9124,7,6567,1410000
3,1,2,5.9,3032,2,1,1,278,Moonee Valley,-37.7768,144.9223,7,6567,1305000
3,1,2,5.9,3032,3,2,1,254,Moonee Valley,-37.7738,144.9215,7,6567,932500
3,1,2,5.9,3032,3,1,0,216,Moonee Valley,-37.7792,144.9297,7,6567,965000
3,1,2,5.9,3032,3,1,1,452,Moonee Valley,-37.7762,144.9174,7,6567,1215000
2,3,2,5.9,3032,2,1,2,194,Moonee Valley,-37.7772,144.9118,7,6567,545000
4,1,2,5.9,3032,4,2,4,598,Moonee Valley,-37.7774,144.9104,7,6567,1705000
3,1,2,5.9,3032,2,1,1,194,Moonee Valley,-37.7756,144.921,7,6567,970000
2,1,2,5.9,3032,2,1,1,407,Moonee Valley,-37.7756,144.9105,7,6567,925000
4,1,2,11,3147,4,3,2,753,Boroondara,-37.8669,145.0767,6,3052,2650000
3,1,2,11,3147,3,2,2,599,Boroondara,-37.8673,145.0688,6,3052,1670000
3,2,2,11,3147,3,2,2,203,Boroondara,-37.8655,145.0807,6,3052,955000
3,2,2,11,3147,3,3,4,310,Boroondara,-37.874,145.0714,6,3052,2050000
2,3,5,11,3147,2,1,1,710,Boroondara,-37.8636,145.0794,6,3052,500000
2,1,2,11,3147,2,1,2,679,Boroondara,-37.869,145.0822,6,3052,1575000
3,1,2,11,3147,3,2,2,731,Boroondara,-37.8666,145.0676,6,3052,1555000
3,1,1,11,3147,3,3,2,276,Boroondara,-37.8699,145.0778,6,3052,1100000
3,1,2,11,3147,3,1,2,583,Boroondara,-37.8685,145.0786,6,3052,1337000
8,1,2,11,3147,9,7,4,1472,Boroondara,-37.8729,145.0788,6,3052,2950000
4,1,4,11,3147,4,2,1,681,Boroondara,-37.8612,145.0858,6,3052,2215000
3,1,2,11,3147,3,2,2,516,Boroondara,-37.8675,145.0668,6,3052,1518000
3,1,2,11,3147,3,1,2,806,Boroondara,-37.8695,145.084,6,3052,1710000
3,1,2,11,3147,3,1,3,780,Boroondara,-37.8599,145.0815,6,3052,1655000
4,1,5,11,3147,4,2,2,780,Boroondara,-37.86,145.0817,6,3052,1550000
3,1,2,11,3147,3,2,2,351,Boroondara,-37.8742,145.07,6,3052,1662000
3,1,2,11,3147,3,2,3,702,Boroondara,-37.8737,145.0695,6,3052,1665000
2,1,2,11,3147,2,1,2,704,Boroondara,-37.8745,145.0738,6,3052,1445000
5,1,2,11,3147,5,5,2,755,Boroondara,-37.8598,145.0796,6,3052,3510000
3,2,2,11,3147,3,1,1,227,Boroondara,-37.8709,145.0857,6,3052,968000
3,2,2,11,3147,3,2,2,153,Boroondara,-37.8655,145.0808,6,3052,900000
3,1,2,11,3147,3,1,2,545,Boroondara,-37.8605,145.0833,6,3052,1500000
5,1,2,11,3147,6,4,2,1075,Boroondara,-37.8714,145.073,6,3052,2752000
3,1,5,11,3147,3,2,2,710,Boroondara,-37.8653,145.0897,6,3052,1500000
4,1,2,11,3147,4,2,4,749,Boroondara,-37.8669,145.077,6,3052,1800000
3,1,2,11,3147,3,2,3,724,Boroondara,-37.8619,145.0879,6,3052,1830000
3,1,2,11,3147,3,1,1,605,Boroondara,-37.8703,145.0774,6,3052,1415000
2,1,1,11,3147,2,1,1,687,Boroondara,-37.872,145.0692,6,3052,1440000
4,2,5,11,3147,4,2,2,321,Boroondara,-37.8693,145.08,6,3052,1250000
3,1,2,11,3147,3,1,2,583,Boroondara,-37.8679,145.0781,6,3052,1422000
5,1,2,11,3147,5,3,4,700,Boroondara,-37.8724,145.0758,6,3052,1600000
4,1,2,11,3147,4,2,3,696,Boroondara,-37.8711,145.0746,6,3052,1860000
3,2,2,11,3147,3,2,2,295,Boroondara,-37.8624,145.0798,6,3052,1710000
4,1,1,11,3147,4,2,2,514,Boroondara,-37.8664,145.0772,6,3052,1790000
4,1,2,11,3147,4,2,2,844,Boroondara,-37.8715,145.0688,6,3052,1950000
3,1,2,11,3147,3,1,2,637,Boroondara,-37.8645,145.0797,6,3052,1600000
3,1,1,11,3147,3,1,2,1063,Boroondara,-37.8752,145.0754,6,3052,1320000
3,1,2,11,3147,3,1,1,697,Boroondara,-37.8636,145.0903,6,3052,1650000
2,1,2,12.2,3147,2,1,1,583,Monash,-37.8693,145.1082,6,2894,995000
3,1,2,12.2,3147,3,1,1,842,Monash,-37.867,145.1092,6,2894,1250000
3,3,2,12.2,3147,3,2,2,467,Monash,-37.8639,145.0968,6,2894,1045000
4,1,4,12.2,3147,4,3,2,372,Monash,-37.8716,145.0999,6,2894,1200000
2,1,5,12.2,3147,2,1,2,695,Monash,-37.8694,145.0944,6,2894,1075000
4,1,2,12.2,3147,2,2,2,621,Monash,-37.8647,145.1023,6,2894,1500000
3,1,2,12.2,3147,3,1,2,723,Monash,-37.8642,145.1109,6,2894,1120000
2,2,2,12.2,3147,2,1,2,367,Monash,-37.8662,145.109,6,2894,700000
3,1,1,12.2,3147,3,2,4,400,Monash,-37.8675,145.106,6,2894,761000
4,1,4,12.2,3147,4,2,1,724,Monash,-37.8651,145.1109,6,2894,1270000
4,1,2,12.2,3147,4,2,2,526,Monash,-37.8661,145.1013,6,2894,1510000
3,1,2,12.2,3147,3,1,1,792,Monash,-37.864,145.0972,6,2894,1365000
4,1,5,12.2,3147,3,2,2,803,Monash,-37.8621,145.1126,6,2894,1100000
4,1,2,12.2,3147,4,3,2,724,Monash,-37.8651,145.1107,6,2894,1415000
2,3,2,12.2,3147,2,1,1,216,Monash,-37.8711,145.1017,6,2894,690000
3,1,2,12.2,3147,3,2,3,782,Monash,-37.8621,145.1021,6,2894,1631000
4,1,2,12.2,3147,4,2,1,593,Monash,-37.8655,145.096,6,2894,1500000
3,1,2,12.2,3147,2,1,2,772,Monash,-37.8707,145.1036,6,2894,1060000
5,1,2,12.2,3147,5,3,2,585,Monash,-37.8637,145.1024,6,2894,1529500
2,3,2,12.2,3147,2,1,1,153,Monash,-37.8696,145.0962,6,2894,600000
2,3,2,12.2,3147,2,1,1,72,Monash,-37.8702,145.1042,6,2894,535000
3,1,2,12.2,3147,3,1,1,557,Monash,-37.8671,145.1117,6,2894,785000
4,1,2,12.2,3147,4,2,2,766,Monash,-37.8629,145.1097,6,2894,1240000
2,3,2,12.2,3147,2,1,2,192,Monash,-37.8709,145.102,6,2894,700000
4,1,2,12.2,3147,4,2,1,727,Monash,-37.8669,145.1106,6,2894,1350000
2,1,2,12.2,3147,2,1,1,586,Monash,-37.8683,145.1082,6,2894,1110000
3,1,2,12.2,3147,3,1,1,760,Monash,-37.858,145.1038,6,2894,1305000
3,1,2,12.2,3147,3,2,1,320,Monash,-37.87,145.1103,6,2894,855000
3,2,2,12.2,3147,3,2,2,256,Monash,-37.8655,145.1096,6,2894,900500
3,1,5,12.2,3147,3,2,2,839,Monash,-37.8614,145.1098,6,2894,1200000
3,2,2,12.2,3147,2,1,2,212,Monash,-37.8723,145.1089,6,2894,830000
3,1,2,10.5,3034,3,1,1,593,Moonee Valley,-37.7677,144.8674,7,4502,850000
3,1,4,10.5,3034,3,1,1,0,Moonee Valley,-37.7634,144.8611,7,4502,750000
3,2,2,10.5,3034,3,3,1,557,Moonee Valley,-37.77,144.8572,7,4502,851000
3,1,2,10.5,3034,3,1,2,542,Moonee Valley,-37.7706,144.8629,7,4502,848000
4,1,2,10.5,3034,4,2,1,350,Moonee Valley,-37.7676,144.859,7,4502,806000
4,1,2,10.5,3034,3,2,2,569,Moonee Valley,-37.7654,144.8655,7,4502,1155000
3,1,5,10.5,3034,3,2,2,671,Moonee Valley,-37.7593,144.871,7,4502,670000
4,1,2,10.5,3034,4,5,4,673,Moonee Valley,-37.7545,144.8736,7,4502,1200000
3,1,2,10.5,3034,2,1,2,571,Moonee Valley,-37.7605,144.8581,7,4502,636000
3,1,2,10.5,3034,3,1,2,570,Moonee Valley,-37.7591,144.8542,7,4502,680000
4,1,2,10.5,3034,4,3,2,789,Moonee Valley,-37.7537,144.8729,7,4502,1160000
3,1,2,10.5,3034,3,1,1,529,Moonee Valley,-37.7721,144.8576,7,4502,750000
3,1,4,10.5,3034,3,1,1,550,Moonee Valley,-37.7632,144.8622,7,4502,627500
3,2,2,10.5,3034,3,2,2,339,Moonee Valley,-37.7519,144.8534,7,4502,880000
4,1,2,10.5,3034,4,3,3,761,Moonee Valley,-37.7524,144.8714,7,4502,950000
4,1,1,10.5,3034,4,3,3,1801,Moonee Valley,-37.7532,144.8766,7,4502,1600000
2,2,2,10.5,3034,2,1,1,136,Moonee Valley,-37.7623,144.8613,7,4502,585000
3,1,4,10.5,3034,3,1,3,574,Moonee Valley,-37.7627,144.857,7,4502,650000
3,1,4,10.5,3034,3,1,4,606,Moonee Valley,-37.752,144.854,7,4502,725000
3,3,2,10.5,3034,3,2,1,289,Moonee Valley,-37.7644,144.8657,7,4502,665000
3,1,2,10.5,3034,3,1,1,177,Moonee Valley,-37.7664,144.8583,7,4502,560500
3,1,4,10.5,3034,3,1,2,649,Moonee Valley,-37.758,144.86,7,4502,615000
3,1,2,10.5,3034,3,1,3,704,Moonee Valley,-37.7681,144.8592,7,4502,845000
3,1,3,10.5,3034,3,1,2,322,Moonee Valley,-37.7686,144.8576,7,4502,585000
2,3,2,10.5,3034,2,1,1,263,Moonee Valley,-37.7697,144.8657,7,4502,440000
3,1,2,10.5,3034,3,1,2,766,Moonee Valley,-37.7522,144.8518,7,4502,850000
5,1,4,10.5,3034,5,2,4,574,Moonee Valley,-37.7639,144.8615,7,4502,850000
3,1,2,10.5,3034,3,1,1,581,Moonee Valley,-37.7691,144.8575,7,4502,705000
4,1,5,10.5,3034,4,3,2,873,Moonee Valley,-37.7609,144.8639,7,4502,1100000
3,1,2,10.5,3034,3,1,1,586,Moonee Valley,-37.7642,144.8603,7,4502,892500
3,1,2,10.5,3034,3,1,2,588,Moonee Valley,-37.771,144.8586,7,4502,695000
2,1,2,10.5,3034,2,1,1,220,Moonee Valley,-37.756,144.8641,7,4502,522500
4,1,1,10.5,3034,4,2,2,554,Moonee Valley,-37.7649,144.8633,7,4502,680000
3,3,2,10.5,3034,3,1,1,260,Moonee Valley,-37.7507,144.8576,7,4502,500000
2,2,4,10.5,3034,2,1,2,158,Moonee Valley,-37.7592,144.8681,7,4502,550000
3,1,2,10.5,3034,3,2,2,705,Moonee Valley,-37.766,144.8596,7,4502,730000
3,1,2,10.5,3034,3,1,3,812,Moonee Valley,-37.765,144.8578,7,4502,875000
3,1,4,10.5,3034,3,2,8,585,Moonee Valley,-37.751,144.8571,7,4502,850000
3,1,4,10.5,3034,3,1,1,597,Moonee Valley,-37.7568,144.8572,7,4502,635000
4,1,2,10.5,3034,4,2,2,589,Moonee Valley,-37.7573,144.8534,7,4502,762000
2,3,1,10.5,3034,2,1,1,0,Moonee Valley,-37.7608,144.863,7,4502,411000
4,1,2,10.5,3034,4,2,2,570,Moonee Valley,-37.7513,144.859,7,4502,790000
4,1,2,10.5,3034,4,1,0,569,Moonee Valley,-37.7563,144.8601,7,4502,605000
3,1,2,10.5,3034,3,2,2,593,Moonee Valley,-37.7607,144.8581,7,4502,805000
4,1,2,10.5,3034,4,2,4,585,Moonee Valley,-37.757,144.8566,7,4502,890000
3,1,2,10.5,3034,3,1,1,549,Moonee Valley,-37.7644,144.8575,7,4502,795000
3,1,2,10.5,3034,4,2,1,582,Moonee Valley,-37.7584,144.8568,7,4502,634000
3,1,4,10.5,3034,3,1,1,590,Moonee Valley,-37.7567,144.8572,7,4502,642000
3,1,2,10.5,3034,3,2,3,638,Moonee Valley,-37.7546,144.8585,7,4502,863000
3,1,4,10.5,3034,3,1,2,607,Moonee Valley,-37.7546,144.857,7,4502,740000
4,1,2,6.6,3183,3,2,1,244,Port Phillip,-37.8668,144.9928,6,2952,1819000
2,3,1,6.6,3183,2,1,2,0,Port Phillip,-37.8731,144.9958,6,2952,410000
1,3,5,6.6,3183,1,1,1,0,Port Phillip,-37.8733,144.997,6,2952,280000
2,2,2,6.6,3183,2,1,2,114,Port Phillip,-37.8723,144.9961,6,2952,1015000
2,3,2,6.6,3183,2,1,1,0,Port Phillip,-37.8725,144.9952,6,2952,502500
2,3,2,6.6,3183,2,1,0,0,Port Phillip,-37.8742,144.9972,6,2952,520000
2,3,4,6.6,3183,2,1,1,0,Port Phillip,-37.8726,144.9962,6,2952,442000
3,1,2,6.6,3183,3,1,1,178,Port Phillip,-37.8663,144.9948,6,2952,1193000
2,3,2,6.6,3183,2,1,1,0,Port Phillip,-37.8678,144.9966,6,2952,416000
2,3,2,6.6,3183,2,1,1,0,Port Phillip,-37.8691,144.9974,6,2952,820000
2,3,2,6.6,3183,2,1,1,0,Port Phillip,-37.8667,144.9917,6,2952,474000
2,1,2,6.6,3183,2,1,0,159,Port Phillip,-37.874,144.9933,6,2952,981000
3,1,2,6.6,3183,3,2,2,339,Port Phillip,-37.872,144.9909,6,2952,1690000
2,3,5,6.6,3183,2,1,1,483,Port Phillip,-37.8727,144.9969,6,2952,540000
3,1,2,6.6,3183,3,1,1,157,Port Phillip,-37.8696,144.9925,6,2952,1080000
1,3,4,6.6,3183,1,1,0,0,Port Phillip,-37.873,144.9907,6,2952,500000
2,3,1,6.6,3183,2,0,0,0,Port Phillip,-37.8739,144.9929,6,2952,497500
2,1,2,9.7,3103,2,1,1,659,Boroondara,-37.8094,145.0807,6,5682,2100000
4,1,5,9.7,3103,4,2,2,715,Boroondara,-37.811,145.0958,6,5682,1800000
2,2,2,9.7,3103,2,1,1,208,Boroondara,-37.8128,145.0975,6,5682,1255000
3,3,3,9.7,3103,3,2,2,206,Boroondara,-37.8161,145.0812,6,5682,1070000
5,1,1,9.7,3103,5,3,2,715,Boroondara,-37.8028,145.0768,6,5682,2570000
4,1,5,9.7,3103,4,2,2,744,Boroondara,-37.8147,145.0748,6,5682,2400000
3,1,2,9.7,3103,3,3,2,651,Boroondara,-37.8085,145.0764,6,5682,2200000
5,1,1,9.7,3103,5,5,2,651,Boroondara,-37.8071,145.0908,6,5682,3250000
2,3,2,9.7,3103,2,1,1,122,Boroondara,-37.8124,145.0916,6,5682,806000
6,1,5,9.7,3103,6,4,7,2051,Boroondara,-37.8051,145.1016,6,5682,4000000
2,1,2,9.7,3103,2,2,2,0,Boroondara,-37.8134,145.0972,6,5682,1215000
5,1,1,9.7,3103,5,3,2,600,Boroondara,-37.8061,145.0801,6,5682,2250000
2,3,2,9.7,3103,2,1,1,206,Boroondara,-37.8092,145.0778,6,5682,812000
3,1,2,9.7,3103,3,2,2,175,Boroondara,-37.8162,145.0771,6,5682,1140000
3,1,2,9.7,3103,3,2,1,853,Boroondara,-37.807,145.0635,6,5682,2330000
5,1,5,9.7,3103,5,3,2,678,Boroondara,-37.8048,145.0708,6,5682,2800000
2,3,2,9.7,3103,2,1,1,0,Boroondara,-37.8152,145.0843,6,5682,605000
3,1,1,9.7,3103,3,2,2,308,Boroondara,-37.8056,145.0788,6,5682,1255000
2,1,5,9.7,3103,3,1,1,1015,Boroondara,-37.8074,145.0826,6,5682,1850000
2,3,2,9.7,3103,3,1,1,209,Boroondara,-37.8125,145.0901,6,5682,805000
3,1,5,9.7,3103,3,1,1,188,Boroondara,-37.8065,145.065,6,5682,700000
4,1,1,9.7,3103,4,2,2,664,Boroondara,-37.8055,145.0699,6,5682,2130000
2,1,2,9.7,3103,2,1,1,0,Boroondara,-37.8162,145.0841,6,5682,500000
3,1,4,9.7,3103,3,2,2,699,Boroondara,-37.814,145.0966,6,5682,2125000
4,1,1,9.7,3103,3,2,2,577,Boroondara,-37.8032,145.0693,6,5682,1800000
2,3,2,9.7,3103,2,1,1,0,Boroondara,-37.8116,145.0724,6,5682,635000
2,3,2,9.7,3103,2,1,1,0,Boroondara,-37.8144,145.0993,6,5682,526000
1,1,5,9.7,3103,1,1,1,740,Boroondara,-37.8125,145.0775,6,5682,390000
3,1,2,9.7,3103,3,1,2,281,Boroondara,-37.8013,145.0652,6,5682,905000
4,1,1,9.7,3103,4,3,2,453,Boroondara,-37.8044,145.1006,6,5682,1750000
2,2,2,9.7,3103,2,1,1,121,Boroondara,-37.8112,145.0881,6,5682,760000
4,1,2,9.7,3103,4,3,4,1148,Boroondara,-37.8088,145.0991,6,5682,3180000
3,2,2,9.7,3103,3,2,2,219,Boroondara,-37.8125,145.0849,6,5682,1367000
5,1,4,9.7,3103,5,3,2,678,Boroondara,-37.8063,145.0705,6,5682,3600000
5,1,2,9.7,3103,5,3,2,642,Boroondara,-37.8096,145.0735,6,5682,2550000
4,2,1,9.7,3103,4,3,2,241,Boroondara,-37.8042,145.1042,6,5682,1400000
4,1,2,9.7,3103,4,2,4,935,Boroondara,-37.8157,145.0795,6,5682,3270000
2,3,1,9.7,3103,2,1,1,115,Boroondara,-37.8122,145.0879,6,5682,625000
2,2,5,9.7,3103,2,1,1,104,Boroondara,-37.8061,145.0878,6,5682,700000
3,1,2,9.7,3103,3,1,4,671,Boroondara,-37.8117,145.0775,6,5682,1860000
4,1,2,9.7,3103,4,3,2,674,Boroondara,-37.8068,145.0786,6,5682,2730000
5,1,2,9.7,3103,5,2,2,611,Boroondara,-37.8116,145.0789,6,5682,2020000
2,3,5,9.7,3103,2,1,1,0,Boroondara,-37.8152,145.0839,6,5682,460000
4,1,3,9.7,3103,3,1,2,832,Boroondara,-37.8068,145.0827,6,5682,2250000
2,3,2,9.7,3103,2,1,2,231,Boroondara,-37.8123,145.0821,6,5682,1053000
3,1,5,9.7,3103,3,2,2,380,Boroondara,-37.8161,145.0772,6,5682,1800000
3,2,2,9.7,3103,3,2,2,306,Boroondara,-37.8106,145.0848,6,5682,1472000
3,1,2,9.7,3103,3,1,2,651,Boroondara,-37.8036,145.0715,6,5682,2120000
3,1,2,9.7,3103,3,1,2,697,Boroondara,-37.8044,145.0853,6,5682,1910000
2,3,1,9.7,3103,2,1,1,87,Boroondara,-37.8134,145.081,6,5682,754000
5,1,5,9.7,3103,5,5,2,671,Boroondara,-37.8025,145.0665,6,5682,3000000
5,1,5,9.7,3103,5,6,4,739,Boroondara,-37.8039,145.0714,6,5682,3400000
4,1,2,9.7,3103,4,2,2,752,Boroondara,-37.8149,145.0747,6,5682,2188000
2,3,1,9.7,3103,2,1,1,213,Boroondara,-37.8092,145.0789,6,5682,755000
4,1,5,9.7,3103,4,3,2,596,Boroondara,-37.815,145.076,6,5682,2900000
4,1,2,9.7,3103,4,3,2,1007,Boroondara,-37.8135,145.0995,6,5682,3290000
5,1,2,9.7,3103,4,3,2,674,Boroondara,-37.8095,145.0782,6,5682,2665000
4,1,2,9.7,3103,4,2,2,583,Boroondara,-37.8027,145.0694,6,5682,1801000
4,1,2,9.7,3103,4,2,1,685,Boroondara,-37.8056,145.071,6,5682,2410000
2,3,2,9.7,3103,2,1,1,0,Boroondara,-37.8147,145.084,6,5682,650000
4,1,5,9.7,3103,4,2,1,842,Boroondara,-37.8054,145.0771,6,5682,2275000
5,1,1,9.7,3103,5,3,4,1468,Boroondara,-37.8131,145.1,6,5682,2810000
3,2,2,9.7,3103,3,2,2,190,Boroondara,-37.8164,145.0846,6,5682,1385000
4,1,1,9.7,3103,3,1,2,739,Boroondara,-37.8039,145.0631,6,5682,2000000
4,1,2,9.7,3103,4,2,1,665,Boroondara,-37.8057,145.0825,6,5682,1900000
3,1,2,9.7,3103,3,2,1,706,Boroondara,-37.8161,145.0748,6,5682,3401000
3,1,5,9.7,3103,3,2,3,613,Boroondara,-37.8056,145.0688,6,5682,1750000
5,1,5,9.7,3103,5,4,3,1437,Boroondara,-37.8058,145.0882,6,5682,4000000
3,2,2,9.7,3103,3,2,1,259,Boroondara,-37.8161,145.0809,6,5682,1100000
5,1,1,9.7,3103,5,3,2,715,Boroondara,-37.8028,145.0768,6,5682,3020000
3,1,2,9.7,3103,4,2,2,650,Boroondara,-37.8167,145.0797,6,5682,2950000
5,1,2,9.7,3103,4,2,2,981,Boroondara,-37.8058,145.0627,6,5682,2450000
3,1,2,9.7,3103,2,1,2,844,Boroondara,-37.8037,145.0636,6,5682,1912000
2,3,2,9.7,3103,2,1,1,130,Boroondara,-37.812,145.0876,6,5682,730000
5,1,1,9.7,3103,5,7,6,0,Boroondara,-37.8049,145.0748,6,5682,3900000
3,1,4,9.7,3103,3,2,2,404,Boroondara,-37.8075,145.1011,6,5682,1500000
3,1,2,9.7,3103,3,1,1,607,Boroondara,-37.8058,145.0781,6,5682,1850000
4,1,5,9.7,3103,3,1,1,672,Boroondara,-37.8099,145.0792,6,5682,1700000
2,1,1,9.7,3103,2,0,0,1611,Boroondara,-37.8092,145.1016,6,5682,1010000
3,2,2,9.2,3104,3,2,2,260,Boroondara,-37.7966,145.1021,6,7809,1315000
3,1,1,9.2,3104,3,2,1,778,Boroondara,-37.7939,145.0789,6,7809,1500000
4,1,2,9.2,3104,4,4,3,1135,Boroondara,-37.8014,145.0892,6,7809,3230000
2,1,2,9.2,3104,2,1,1,253,Boroondara,-37.7912,145.085,6,7809,1080000
